"Site_ID","Percent_Bleaching","Temperature_Mean","Turbidity","Cyclone_Frequency","Ecoregion_Name","Distance_to_Shore"
13775,"3.17","299.7","0.0616",41.6,"Bahamas and Florida Keys","1857"
12036,"3.2","299.77","0.1262",56.58,"Bahamas and Florida Keys","7427"
12995,"3.21","299.84","0.0653",61.88,"Bahamas and Florida Keys","7288"
12686,"3.23","299.31","0.0722",71.57,"Bahamas and Florida Keys","4316"
13443,"3.23","299.84","0.0818",57.28,"Bahamas and Florida Keys","8225"
999963,"3.24","299.91","0.0562",56.55,"Bahamas and Florida Keys","10659.56"
999963,"3.24","299.91","0.0562",56.55,"Bahamas and Florida Keys","10659.56"
999963,"3.24","299.91","0.0562",56.55,"Bahamas and Florida Keys","10659.56"
999963,"3.24","299.91","0.0562",56.55,"Bahamas and Florida Keys","10659.56"
999963,"3.24","299.91","0.0562",56.55,"Bahamas and Florida Keys","10659.56"
999963,"3.24","299.91","0.0562",56.55,"Bahamas and Florida Keys","10659.56"
999858,"3.25","299.91","0.0818",57.28,"Bahamas and Florida Keys","8450.32"
999858,"3.25","299.91","0.0818",57.28,"Bahamas and Florida Keys","8450.32"
999858,"3.25","299.91","0.0818",57.28,"Bahamas and Florida Keys","8450.32"
999858,"3.25","299.91","0.0818",57.28,"Bahamas and Florida Keys","8450.32"
999858,"3.25","299.91","0.0818",57.28,"Bahamas and Florida Keys","8450.32"
9491,"3.25","299.42","0.4408",57.68,"Bahamas and Florida Keys","nd"
9491,"3.25","299.42","0.4408",57.68,"Bahamas and Florida Keys","nd"
14076,"3.25","299.79","0.043",63.75,"Bahamas and Florida Keys","2295"
12838,"3.28","299.4","0.0527",47.02,"Bahamas and Florida Keys","12292"
13384,"3.29","299.69","0.1546",55.99,"Bahamas and Florida Keys","5761.68"
13466,"3.29","299.73","0.1550",54.86,"Bahamas and Florida Keys","4660"
12855,"3.3","299.86","0.08",61.18,"Bahamas and Florida Keys","7668"
12027,"3.33","299.78","0.0727",53.15,"Bahamas and Florida Keys","9592"
13661,"3.33","299.82","0.0999",57.13,"Bahamas and Florida Keys","7513.09"
13880,"3.33","299.74","0.0548",51.35,"Bahamas and Florida Keys","961"
13949,"3.33","299.71","0.0451",56.97,"Bahamas and Florida Keys","2471"
13373,"3.37","299.75","0.0578",55.99,"Bahamas and Florida Keys","8497"
12828,"3.38","299.79","0.1570",62.84,"Bahamas and Florida Keys","3052"
13155,"3.38","299.78","0.1711",60.51,"Bahamas and Florida Keys","3254"
13320,"3.39","299.61","0.1769",56.55,"Bahamas and Florida Keys","4049"
13502,"3.4","299.89","0.0608",57.28,"Bahamas and Florida Keys","5453"
12050,"3.41","299.73","0.1055",56.58,"Bahamas and Florida Keys","5854"
12724,"3.42","299.84","0.0889",62.59,"Bahamas and Florida Keys","5605"
13356,"3.42","299.73","0.1769",56.55,"Bahamas and Florida Keys","4571"
13419,"3.42","299.73","0.0482",56.89,"Bahamas and Florida Keys","7763"
14018,"3.42","299.72","0.053",63.75,"Bahamas and Florida Keys","1131"
13646,"3.45","299.84","0.1536",57.93,"Bahamas and Florida Keys","6607.34"
13667,"3.45","299.82","0.0999",57.13,"Bahamas and Florida Keys","8357.3"
13222,"3.47","299.81","0.1244",57.05,"Bahamas and Florida Keys","7597"
13833,"3.47","299.7","0.0487",33.22,"Bahamas and Florida Keys","3414"
12346,"3.48","299.84","0.0617",58.42,"Bahamas and Florida Keys","8635"
12719,"3.48","299.84","0.0889",62.59,"Bahamas and Florida Keys","5841"
13507,"3.48","299.81","0.0608",57.28,"Bahamas and Florida Keys","6242"
12109,"3.51","299.77","0.1262",56.58,"Bahamas and Florida Keys","8516"
13262,"3.51","299.79","0.1051",57.05,"Bahamas and Florida Keys","5799"
13500,"3.51","299.89","0.0608",57.28,"Bahamas and Florida Keys","7475"
13852,"3.51","299.7","0.0487",33.22,"Bahamas and Florida Keys","3472"
13954,"3.51","299.71","0.0451",56.97,"Bahamas and Florida Keys","2013"
13458,"3.55","299.73","0.0818",57.28,"Bahamas and Florida Keys","6799"
12842,"3.57","299.86","0.08",61.18,"Bahamas and Florida Keys","7900"
13586,"3.57","299.89","0.0547",58.01,"Bahamas and Florida Keys","6857.14"
13911,"3.57","299.73","0.0609",51.35,"Bahamas and Florida Keys","1465"
999495,"3.57","299.9","0.0527",60.51,"Bahamas and Florida Keys","8994.04"
999495,"3.57","299.9","0.0527",60.51,"Bahamas and Florida Keys","8994.04"
999495,"3.57","299.9","0.0527",60.51,"Bahamas and Florida Keys","8994.04"
999495,"3.57","299.9","0.0527",60.51,"Bahamas and Florida Keys","8994.04"
999495,"3.57","299.9","0.0527",60.51,"Bahamas and Florida Keys","8994.04"
999495,"3.57","299.9","0.0527",60.51,"Bahamas and Florida Keys","8994.04"
12327,"3.59","299.79","0.1203",58.42,"Bahamas and Florida Keys","5738"
13426,"3.6","299.73","0.1550",54.86,"Bahamas and Florida Keys","7105"
14115,"3.6","299.76","0.0442",54.65,"Bahamas and Florida Keys","1471.25"
14190,"3.6","299.7","0.0439",52.57,"Bahamas and Florida Keys","1547"
12958,"3.62","299.87","0.1528",59.52,"Bahamas and Florida Keys","6678"
13141,"3.62","299.81","0.0527",60.51,"Bahamas and Florida Keys","8746"
13256,"3.62","299.81","0.1244",57.05,"Bahamas and Florida Keys","6889.2"
12215,"3.63","299.78","0.063",53.15,"Bahamas and Florida Keys","6399"
13186,"3.64","299.86","0.0745",60.51,"Bahamas and Florida Keys","6802"
13098,"3.65","299.78","0.1405",62.54,"Bahamas and Florida Keys","3419"
14242,"3.65","299.71","0.0429",88.08,"Bahamas and Florida Keys","1702"
12121,"3.67","299.77","0.1014",56.58,"Bahamas and Florida Keys","9528"
13792,"3.67","299.7","0.0684",33.22,"Bahamas and Florida Keys","1498"
12936,"3.69","299.79","0.1799",61.18,"Bahamas and Florida Keys","4286"
12355,"3.7","299.81","0.0971",58.42,"Bahamas and Florida Keys","5441.97"
12952,"3.7","299.68","0.2352",59.52,"Bahamas and Florida Keys","1477"
14249,"3.7","299.71","0.0429",88.08,"Bahamas and Florida Keys","292"
1301,"3.75","299.86","0.0376",57.19,"Bahamas and Florida Keys","488.07"
1301,"3.75","299.86","0.0376",57.19,"Bahamas and Florida Keys","488.07"
12792,"3.81","299.83","0.1358",61.18,"Bahamas and Florida Keys","6942"
12506,"3.85","299.84","0.0641",57.81,"Bahamas and Florida Keys","7558.44"
13680,"3.85","299.8","0.1122",57.13,"Bahamas and Florida Keys","6126"
12546,"3.86","299.85","0.1024",62.25,"Bahamas and Florida Keys","8401"
13094,"3.88","299.83","0.0627",62.54,"Bahamas and Florida Keys","7975"
13806,"3.88","299.7","0.0684",33.22,"Bahamas and Florida Keys","2704"
12832,"3.92","299.79","0.1570",62.84,"Bahamas and Florida Keys","3017"
13922,"3.92","299.71","0.0609",51.35,"Bahamas and Florida Keys","1222"
14017,"3.92","299.72","0.042",63.75,"Bahamas and Florida Keys","2325"
14053,"3.92","299.79","0.043",63.75,"Bahamas and Florida Keys","2287"
14222,"3.92","299.8","0.0411",56.63,"Bahamas and Florida Keys","1645"
999477,"3.92","299.54","0.1167",75.55,"Bahamas and Florida Keys","1626.54"
999477,"3.92","299.54","0.1167",75.55,"Bahamas and Florida Keys","1626.54"
12427,"3.93","299.75","0.1562",58.42,"Bahamas and Florida Keys","4764"
999848,"3.96","299.79","0.1446",62.54,"Bahamas and Florida Keys","5586.42"
999848,"3.96","299.79","0.1446",62.54,"Bahamas and Florida Keys","5586.42"
999848,"3.96","299.79","0.1446",62.54,"Bahamas and Florida Keys","5586.42"
999486,"3.97","299.73","0.0472",64.41,"Bahamas and Florida Keys","808.76"
12457,"3.99","299.77","0.1646",58.42,"Bahamas and Florida Keys","6307"
13002,"4","299.84","0.0653",61.88,"Bahamas and Florida Keys","7587"
13647,"4","299.84","0.1536",57.93,"Bahamas and Florida Keys","5073"
14140,"4","299.74","0.0453",54.65,"Bahamas and Florida Keys","2048"
12965,"4.01","299.87","0.074",62.62,"Bahamas and Florida Keys","6916"
12638,"4.03","299.83","0.0506",62.59,"Bahamas and Florida Keys","7321"
13061,"4.03","299.73","0.1446",62.54,"Bahamas and Florida Keys","4347"
13276,"4.03","299.79","0.1051",57.05,"Bahamas and Florida Keys","6363"
13460,"4.04","299.73","0.1550",54.86,"Bahamas and Florida Keys","6533"
13697,"4.04","299.77","0.1066",52.58,"Bahamas and Florida Keys","5587"
12368,"4.07","299.72","0.0971",58.42,"Bahamas and Florida Keys","5145"
13015,"4.07","299.77","0.1110",60.12,"Bahamas and Florida Keys","2036"
13197,"4.07","299.86","0.0745",60.51,"Bahamas and Florida Keys","7610"
13558,"4.07","299.65","0.1805",48.9,"Bahamas and Florida Keys","1795.88"
14212,"4.07","299.79","0.0402",52.89,"Bahamas and Florida Keys","1253"
13153,"4.08","299.78","0.1711",60.51,"Bahamas and Florida Keys","3996"
12808,"4.09","299.3","0.0738",47.43,"Bahamas and Florida Keys","5857"
13152,"4.09","299.78","0.1711",60.51,"Bahamas and Florida Keys","4219"
13354,"4.09","299.84","0.0498",56.55,"Bahamas and Florida Keys","9349"
14188,"4.09","299.7","0.0439",52.57,"Bahamas and Florida Keys","1523"
12774,"4.1","299.83","0.0498",60.69,"Bahamas and Florida Keys","6702"
12877,"4.13","299.83","0.1358",61.18,"Bahamas and Florida Keys","4522"
999455,"4.17","299.61","0.0459",59.68,"Bahamas and Florida Keys","1462.66"
999455,"4.17","299.61","0.0459",59.68,"Bahamas and Florida Keys","1462.66"
12168,"4.17","299.8","0.0727",53.15,"Bahamas and Florida Keys","8448"
12275,"4.17","299.61","0.1677",57.06,"Bahamas and Florida Keys","1194.59"
12455,"4.17","299.85","0.0911",57.81,"Bahamas and Florida Keys","8272"
12646,"4.17","299.83","0.0506",62.59,"Bahamas and Florida Keys","7135"
12795,"4.17","299.75","0.1541",62.84,"Bahamas and Florida Keys","3397"
12864,"4.17","299.75","0.1570",62.84,"Bahamas and Florida Keys","2425"
12946,"4.17","299.89","0.0745",61.18,"Bahamas and Florida Keys","8340"
13295,"4.17","299.77","0.1306",56.55,"Bahamas and Florida Keys","9038"
13402,"4.17","299.79","0.1093",55.99,"Bahamas and Florida Keys","6440"
13409,"4.17","299.79","0.1093",55.99,"Bahamas and Florida Keys","6520"
13486,"4.17","299.74","0.1542",54.86,"Bahamas and Florida Keys","3803"
13498,"4.17","299.89","0.0608",57.28,"Bahamas and Florida Keys","7307"
13788,"4.17","299.7","0.0684",33.22,"Bahamas and Florida Keys","2404"
13933,"4.17","299.71","0.046",56.97,"Bahamas and Florida Keys","1139"
13944,"4.17","299.71","0.0459",56.97,"Bahamas and Florida Keys","871"
14173,"4.17","299.7","0.0439",52.57,"Bahamas and Florida Keys","834"
14297,"4.17","299.02","0.1193",57.69,"Bahamas and Florida Keys","1252"
12638,"4.2","299.83","0.0506",62.59,"Bahamas and Florida Keys","7321"
13556,"4.26","299.8","0.0845",58.01,"Bahamas and Florida Keys","6360"
13546,"4.29","299.71","0.1805",48.9,"Bahamas and Florida Keys","1346"
14287,"4.3","299.7","0.0461",88.08,"Bahamas and Florida Keys","2118"
12169,"4.31","299.76","0.1116",56.58,"Bahamas and Florida Keys","5111"
999947,"4.31","299.3","0.0356",55.17,"Bahamas and Florida Keys","351.31"
999947,"4.31","299.3","0.0356",55.17,"Bahamas and Florida Keys","351.31"
999947,"4.31","299.3","0.0356",55.17,"Bahamas and Florida Keys","351.31"
999947,"4.31","299.3","0.0356",55.17,"Bahamas and Florida Keys","351.31"
999947,"4.31","299.3","0.0356",55.17,"Bahamas and Florida Keys","351.31"
13281,"4.32","299.79","0.0577",57.05,"Bahamas and Florida Keys","6562"
13543,"4.32","299.71","0.1636",58.01,"Bahamas and Florida Keys","3134"
13541,"4.33","299.81","0.1636",58.01,"Bahamas and Florida Keys","4020"
13591,"4.33","299.8","0.1491",58.01,"Bahamas and Florida Keys","3896"
14039,"4.35","299.79","0.053",63.75,"Bahamas and Florida Keys","1613.49"
12077,"4.39","299.78","0.0586",56.58,"Bahamas and Florida Keys","8168.78"
12095,"4.39","299.77","0.0532",56.58,"Bahamas and Florida Keys","9751"
12325,"4.39","299.78","0.1382",56.21,"Bahamas and Florida Keys","3731"
13223,"4.39","299.74","0.1244",57.05,"Bahamas and Florida Keys","6461"
13592,"4.4","299.8","0.1491",58.01,"Bahamas and Florida Keys","4574"
13263,"4.41","299.88","0.0577",57.05,"Bahamas and Florida Keys","8899"
12136,"4.44","299.8","0.0727",53.15,"Bahamas and Florida Keys","8971"
12225,"4.44","299.79","0.0971",58.42,"Bahamas and Florida Keys","8407"
12265,"4.44","299.84","0.0816",58.42,"Bahamas and Florida Keys","8789"
12317,"4.44","299.81","0.0816",58.42,"Bahamas and Florida Keys","7347"
12961,"4.44","299.74","0.2124",59.52,"Bahamas and Florida Keys","513"
13106,"4.44","299.83","0.0704",62.54,"Bahamas and Florida Keys","5631"
13776,"4.44","299.7","0.0684",33.22,"Bahamas and Florida Keys","3049"
13921,"4.44","299.71","0.0609",51.35,"Bahamas and Florida Keys","2627"
12954,"4.46","299.87","0.1528",59.52,"Bahamas and Florida Keys","7500"
12187,"4.47","299.8","0.0727",53.15,"Bahamas and Florida Keys","7583"
999436,"4.48","299.74","0.0478",72.72,"Bahamas and Florida Keys","542.64"
999436,"4.48","299.74","0.0478",72.72,"Bahamas and Florida Keys","542.64"
999436,"4.48","299.74","0.0478",72.72,"Bahamas and Florida Keys","542.64"
999436,"4.48","299.74","0.0478",72.72,"Bahamas and Florida Keys","542.64"
999436,"4.48","299.74","0.0478",72.72,"Bahamas and Florida Keys","542.64"
999436,"4.48","299.74","0.0478",72.72,"Bahamas and Florida Keys","542.64"
13084,"4.48","299.83","0.0704",62.54,"Bahamas and Florida Keys","8165.62"
14195,"4.48","299.71","0.0445",50.74,"Bahamas and Florida Keys","1588"
13444,"4.5","299.73","0.1550",54.86,"Bahamas and Florida Keys","4573"
13795,"4.5","299.7","0.0684",33.22,"Bahamas and Florida Keys","3171"
13350,"4.53","299.73","0.1769",56.55,"Bahamas and Florida Keys","5118"
12912,"4.55","299.79","0.1799",61.18,"Bahamas and Florida Keys","4479"
13632,"4.55","299.84","0.1536",57.93,"Bahamas and Florida Keys","6780"
13678,"4.55","299.8","0.1122",57.13,"Bahamas and Florida Keys","6418"
13780,"4.55","299.7","0.0684",33.22,"Bahamas and Florida Keys","2037.23"
14058,"4.55","299.79","0.0434",63.75,"Bahamas and Florida Keys","444"
14181,"4.55","299.7","0.0439",52.57,"Bahamas and Florida Keys","1002"
14199,"4.55","299.67","0.0445",50.74,"Bahamas and Florida Keys","1248"
12516,"4.56","299.73","0.1420",58.42,"Bahamas and Florida Keys","4091.62"
12591,"4.56","299.39","0.0709",51.47,"Bahamas and Florida Keys","2275"
999469,"4.56","299.71","0.0818",59.73,"Bahamas and Florida Keys","424.13"
999469,"4.56","299.71","0.0818",59.73,"Bahamas and Florida Keys","424.13"
12421,"4.58","299.75","0.1562",58.42,"Bahamas and Florida Keys","5073"
13258,"4.58","299.88","0.0494",57.05,"Bahamas and Florida Keys","8973"
12606,"4.6","299.86","0.0595",62.59,"Bahamas and Florida Keys","9640"
14139,"4.6","299.76","0.0453",54.65,"Bahamas and Florida Keys","768"
999800,"4.61","299.28","0.0404",55.17,"Bahamas and Florida Keys","479.68"
999800,"4.61","299.28","0.0404",55.17,"Bahamas and Florida Keys","479.68"
999800,"4.61","299.28","0.0404",55.17,"Bahamas and Florida Keys","479.68"
13551,"4.62","299.8","0.1636",58.01,"Bahamas and Florida Keys","3933.75"
12758,"4.63","299.85","0.0644",62.59,"Bahamas and Florida Keys","6238"
13250,"4.63","299.74","0.1629",58.32,"Bahamas and Florida Keys","4069.84"
13574,"4.63","299.8","0.0547",58.01,"Bahamas and Florida Keys","5903.82"
13248,"4.65","299.74","0.1629",58.32,"Bahamas and Florida Keys","4312"
13708,"4.65","299.77","0.1066",52.58,"Bahamas and Florida Keys","5026.59"
12944,"4.66","299.85","0.0745",61.18,"Bahamas and Florida Keys","7982"
999868,"4.67","299.74","0.0759",54.07,"Bahamas and Florida Keys","6988.14"
999868,"4.67","299.74","0.0759",54.07,"Bahamas and Florida Keys","6988.14"
14187,"4.67","299.7","0.0439",52.57,"Bahamas and Florida Keys","1517"
12163,"4.7","299.8","0.0727",53.15,"Bahamas and Florida Keys","8468"
12948,"4.71","299.87","0.052",61.18,"Bahamas and Florida Keys","7460"
13092,"4.71","299.83","0.0627",62.54,"Bahamas and Florida Keys","8958.36"
999805,"4.73","299.28","0.0399",61.47,"Bahamas and Florida Keys","2300.59"
999805,"4.73","299.28","0.0399",61.47,"Bahamas and Florida Keys","2300.59"
999805,"4.73","299.28","0.0399",61.47,"Bahamas and Florida Keys","2300.59"
999805,"4.73","299.28","0.0399",61.47,"Bahamas and Florida Keys","2300.59"
999805,"4.73","299.28","0.0399",61.47,"Bahamas and Florida Keys","2300.59"
12082,"4.76","299.79","0.0586",56.58,"Bahamas and Florida Keys","8311"
12101,"4.76","299.77","0.0571",56.58,"Bahamas and Florida Keys","8408"
12592,"4.76","299.86","0.0766",62.25,"Bahamas and Florida Keys","9975"
12859,"4.76","299.28","0.1020",47.43,"Bahamas and Florida Keys","7519"
12963,"4.76","299.87","0.1528",59.52,"Bahamas and Florida Keys","6624"
13064,"4.76","299.78","0.0704",62.54,"Bahamas and Florida Keys","6242"
13411,"4.76","299.73","0.1093",55.99,"Bahamas and Florida Keys","7089.37"
13624,"4.76","299.77","0.0932",57.93,"Bahamas and Florida Keys","3190"
13681,"4.76","299.8","0.1122",57.13,"Bahamas and Florida Keys","6249"
13696,"4.76","299.65","0.1066",52.58,"Bahamas and Florida Keys","3519"
13714,"4.76","299.83","0.0584",52.58,"Bahamas and Florida Keys","4478"
13916,"4.76","299.71","0.0609",51.35,"Bahamas and Florida Keys","667"
13920,"4.76","299.71","0.0609",51.35,"Bahamas and Florida Keys","2825"
13999,"4.76","299.72","0.0473",56.97,"Bahamas and Florida Keys","384"
14010,"4.76","299.72","0.053",63.75,"Bahamas and Florida Keys","1664"
14035,"4.76","299.72","0.053",63.75,"Bahamas and Florida Keys","309"
14120,"4.76","299.76","0.0417",54.65,"Bahamas and Florida Keys","220"
14278,"4.76","299.7","0.0461",88.08,"Bahamas and Florida Keys","546"
12302,"4.82","299.78","0.1203",58.42,"Bahamas and Florida Keys","4571"
12375,"4.87","299.82","0.1210",57.81,"Bahamas and Florida Keys","9010"
13459,"4.88","299.84","0.0818",57.28,"Bahamas and Florida Keys","8794"
13814,"4.88","299.7","0.0684",33.22,"Bahamas and Florida Keys","3007"
12817,"4.9","299.83","0.1358",61.18,"Bahamas and Florida Keys","6086"
14056,"4.9","299.79","0.0434",63.75,"Bahamas and Florida Keys","840"
12290,"4.92","299.78","0.1382",56.21,"Bahamas and Florida Keys","4296"
999850,"4.93","299.8","0.1262",56.58,"Bahamas and Florida Keys","6627.85"
999850,"4.93","299.8","0.1262",56.58,"Bahamas and Florida Keys","6627.85"
999850,"4.93","299.8","0.1262",56.58,"Bahamas and Florida Keys","6627.85"
999850,"4.93","299.8","0.1262",56.58,"Bahamas and Florida Keys","6627.85"
999850,"4.93","299.8","0.1262",56.58,"Bahamas and Florida Keys","6627.85"
999850,"4.93","299.8","0.1262",56.58,"Bahamas and Florida Keys","6627.85"
13688,"4.94","299.77","0.1066",52.58,"Bahamas and Florida Keys","5893"
13897,"4.94","299.73","0.0609",51.35,"Bahamas and Florida Keys","1235"
14011,"4.94","299.72","0.053",63.75,"Bahamas and Florida Keys","2029"
13689,"4.96","299.77","0.1066",52.58,"Bahamas and Florida Keys","5473"
12523,"4.98","299.43","0.0629",51.47,"Bahamas and Florida Keys","7455"
1311,"5","299.72","0.0724",55.87,"Bahamas and Florida Keys","3125.06"
1311,"5","299.72","0.0724",55.87,"Bahamas and Florida Keys","3125.06"
12853,"5","299.86","0.0881",61.18,"Bahamas and Florida Keys","5971"
13863,"5","299.74","0.0548",51.35,"Bahamas and Florida Keys","1411"
14316,"5","298.86","0.1064",57.69,"Bahamas and Florida Keys","1049"
13231,"5.02","299.81","0.1244",57.05,"Bahamas and Florida Keys","7510"
12720,"5.04","299.84","0.0889",62.59,"Bahamas and Florida Keys","5868"
12667,"5.05","299.83","0.1387",62.59,"Bahamas and Florida Keys","6805"
12674,"5.05","299.83","0.1387",62.59,"Bahamas and Florida Keys","6778"
13249,"5.05","299.81","0.0494",57.05,"Bahamas and Florida Keys","8931"
13860,"5.05","299.74","0.0548",51.35,"Bahamas and Florida Keys","1060"
12361,"5.06","299.82","0.0532",58.42,"Bahamas and Florida Keys","8599.57"
12884,"5.06","299.83","0.1358",61.18,"Bahamas and Florida Keys","4461"
12058,"5.13","299.79","0.0586",56.58,"Bahamas and Florida Keys","10109"
12440,"5.13","299.85","0.0911",57.81,"Bahamas and Florida Keys","8126"
12777,"5.13","299.75","0.0889",62.59,"Bahamas and Florida Keys","2753"
13612,"5.13","299.94","0.0502",57.93,"Bahamas and Florida Keys","6955"
13826,"5.13","299.7","0.0487",33.22,"Bahamas and Florida Keys","1138"
13843,"5.13","299.7","0.0487",33.22,"Bahamas and Florida Keys","3323"
13982,"5.13","299.73","0.0473",56.97,"Bahamas and Florida Keys","984"
14007,"5.13","299.72","0.053",63.75,"Bahamas and Florida Keys","1738"
14209,"5.13","299.79","0.0392",52.89,"Bahamas and Florida Keys","1191"
14257,"5.13","299.71","0.0429",88.08,"Bahamas and Florida Keys","246"
13538,"5.16","299.81","0.1636",58.01,"Bahamas and Florida Keys","5618"
12539,"5.18","299.78","0.1553",62.25,"Bahamas and Florida Keys","4074"
12460,"5.19","299.82","0.1210",57.81,"Bahamas and Florida Keys","6742"
12750,"5.19","299.85","0.0644",62.59,"Bahamas and Florida Keys","6827"
12034,"5.21","299.78","0.0938",53.15,"Bahamas and Florida Keys","8558.75"
13413,"5.21","299.58","0.1093",55.99,"Bahamas and Florida Keys","4573"
14016,"5.21","299.72","0.053",63.75,"Bahamas and Florida Keys","1742"
14048,"5.23","299.79","0.0431",63.75,"Bahamas and Florida Keys","889"
1318,"5.25","300.14","0.1075",54.98,"Bahamas and Florida Keys","3232.77"
1318,"5.25","300.14","0.1075",54.98,"Bahamas and Florida Keys","3232.77"
13804,"5.26","299.7","0.0684",33.22,"Bahamas and Florida Keys","3017"
999464,"5.26","299.48","0.1523",58.8,"Bahamas and Florida Keys","1100.79"
999464,"5.26","299.48","0.1523",58.8,"Bahamas and Florida Keys","1100.79"
999464,"5.26","299.48","0.1523",58.8,"Bahamas and Florida Keys","1100.79"
12607,"5.27","299.86","0.0595",62.59,"Bahamas and Florida Keys","8651"
12334,"5.28","299.79","0.1203",58.42,"Bahamas and Florida Keys","5512"
12820,"5.32","299.83","0.1358",61.18,"Bahamas and Florida Keys","6115"
12736,"5.33","299.84","0.0644",62.59,"Bahamas and Florida Keys","6351"
13583,"5.33","299.89","0.0547",58.01,"Bahamas and Florida Keys","6896"
13928,"5.33","299.71","0.0452",56.97,"Bahamas and Florida Keys","2734"
14045,"5.33","299.79","0.0431",63.75,"Bahamas and Florida Keys","823"
14152,"5.33","299.76","0.0453",54.65,"Bahamas and Florida Keys","1902"
12115,"5.34","299.76","0.1262",56.58,"Bahamas and Florida Keys","7601"
999457,"5.35","299.68","0.0459",59.68,"Bahamas and Florida Keys","1652.66"
999457,"5.35","299.68","0.0459",59.68,"Bahamas and Florida Keys","1652.66"
999438,"5.36","299.71","0.0459",55.86,"Bahamas and Florida Keys","1097.42"
999438,"5.36","299.71","0.0459",55.86,"Bahamas and Florida Keys","1097.42"
12912,"5.36","299.79","0.1799",61.18,"Bahamas and Florida Keys","4479"
12869,"5.38","299.83","0.0881",61.18,"Bahamas and Florida Keys","5268"
12422,"5.41","299.82","0.1210",57.81,"Bahamas and Florida Keys","7722"
13561,"5.43","299.8","0.1491",58.01,"Bahamas and Florida Keys","4846"
999715,"5.46","299.3","0.0394",53.11,"Bahamas and Florida Keys","1098.97"
999715,"5.46","299.3","0.0394",53.11,"Bahamas and Florida Keys","1098.97"
999715,"5.46","299.3","0.0394",53.11,"Bahamas and Florida Keys","1098.97"
999715,"5.46","299.3","0.0394",53.11,"Bahamas and Florida Keys","1098.97"
999715,"5.46","299.3","0.0394",53.11,"Bahamas and Florida Keys","1098.97"
14075,"5.47","299.79","0.0425",63.75,"Bahamas and Florida Keys","917"
12945,"5.49","299.89","0.0745",61.18,"Bahamas and Florida Keys","8465"
1318,"5.5","300.14","0.1075",54.98,"Bahamas and Florida Keys","3232.77"
1318,"5.5","300.14","0.1075",54.98,"Bahamas and Florida Keys","3232.77"
12475,"5.5","299.82","0.1210",57.81,"Bahamas and Florida Keys","6284"
12127,"5.51","299.73","0.1116",56.58,"Bahamas and Florida Keys","5521"
13189,"5.51","299.78","0.1500",60.51,"Bahamas and Florida Keys","5556"
12130,"5.52","299.77","0.1262",56.58,"Bahamas and Florida Keys","7117"
12119,"5.56","299.77","0.1014",56.58,"Bahamas and Florida Keys","9040"
12313,"5.56","299.78","0.1382",56.21,"Bahamas and Florida Keys","3924"
12553,"5.56","299.78","0.1553",62.25,"Bahamas and Florida Keys","3495"
12590,"5.56","299.86","0.0766",62.25,"Bahamas and Florida Keys","9401"
13003,"5.56","299.84","0.0653",61.88,"Bahamas and Florida Keys","7247"
13191,"5.56","299.78","0.1500",60.51,"Bahamas and Florida Keys","5563.23"
13316,"5.56","299.84","0.1047",56.55,"Bahamas and Florida Keys","10743"
13492,"5.56","299.89","0.0608",57.28,"Bahamas and Florida Keys","5269"
13628,"5.56","299.84","0.1536",57.93,"Bahamas and Florida Keys","7467"
13631,"5.56","299.84","0.1536",57.93,"Bahamas and Florida Keys","6977"
13681,"5.56","299.8","0.1122",57.13,"Bahamas and Florida Keys","6249"
13770,"5.56","299.7","0.0616",41.6,"Bahamas and Florida Keys","2194"
13807,"5.56","299.7","0.0684",33.22,"Bahamas and Florida Keys","822"
13844,"5.56","299.7","0.0487",33.22,"Bahamas and Florida Keys","1929"
13981,"5.56","299.73","0.0473",56.97,"Bahamas and Florida Keys","1575"
14022,"5.56","299.72","0.053",63.75,"Bahamas and Florida Keys","1471"
14095,"5.56","299.78","0.0428",54.65,"Bahamas and Florida Keys","910"
14114,"5.56","299.78","0.0417",54.65,"Bahamas and Florida Keys","293"
14224,"5.56","299.8","0.0434",56.63,"Bahamas and Florida Keys","1260"
14248,"5.56","299.71","0.0429",88.08,"Bahamas and Florida Keys","329"
14311,"5.56","298.86","0.1053",57.69,"Bahamas and Florida Keys","1383"
12650,"5.6","299.31","0.0847",71.57,"Bahamas and Florida Keys","515"
13613,"5.61","299.8","0.0932",57.93,"Bahamas and Florida Keys","3630"
12437,"5.62","299.72","0.1562",58.42,"Bahamas and Florida Keys","4080"
12845,"5.63","299.86","0.08",61.18,"Bahamas and Florida Keys","7976"
13691,"5.63","299.77","0.1066",52.58,"Bahamas and Florida Keys","5470"
13139,"5.64","299.81","0.1005",60.51,"Bahamas and Florida Keys","8476"
12494,"5.66","299.84","0.0641",57.81,"Bahamas and Florida Keys","7570"
13388,"5.66","299.79","0.1093",55.99,"Bahamas and Florida Keys","8795"
13590,"5.68","299.8","0.1491",58.01,"Bahamas and Florida Keys","3178"
12597,"5.69","299.86","0.0595",62.59,"Bahamas and Florida Keys","10298"
13677,"5.69","299.8","0.1122",57.13,"Bahamas and Florida Keys","6365"
13837,"5.71","299.7","0.0487",33.22,"Bahamas and Florida Keys","2296"
13853,"5.71","299.74","0.0487",33.22,"Bahamas and Florida Keys","2062"
13900,"5.71","299.73","0.0609",51.35,"Bahamas and Florida Keys","2819"
13995,"5.71","299.73","0.0473",56.97,"Bahamas and Florida Keys","1776"
